"bin","age","income"
"20-29",22,21203.4718102163
"50-59",53,78264.6886669733
"80-",82,59172.0701040211
"20-29",25,102123.643211415
"20-29",22,37698.1904299571
"50-59",50,20087.5763680383
"30-39",30,56703.416865167
"30-39",33,101530.285830837
"40-49",42,131398.881910323
"60-69",67,48191.9438773612
"80-",86,20487.8553621158
"70-79",71,45811.520593095
"20-29",28,57104.9042449179
"20-29",25,61848.0491901759
"20-29",26,80716.0380603375
"70-79",74,42480.6929806422
"30-39",36,83638.1032708607
"30-39",31,81476.0433720274
"40-49",48,89015.8355195137
"20-29",22,28676.3388078072
"30-39",35,60417.5332187877
"40-49",48,47829.3797200809
"30-39",32,120832.138992252
"60-69",69,45375.1739721425
"30-39",37,111368.738709177
"30-39",33,56614.7651790414
"80-",86,63404.7693489848
"20-29",25,109992.123463632
"20-29",26,77850.1994678677
"50-59",50,48611.9077263882
"40-49",43,90506.0927804211
"20-29",29,88969.5424511066
"40-49",43,107500.258680943
"20-29",24,40764.9860255289
"60-69",61,46199.3980699645
"60-69",67,57605.4295565115
"30-39",35,55928.1830173588
"20-29",21,51383.7238010267
"20-29",21,36276.6334333672
"60-69",64,74741.076029385
"60-69",69,65439.7792325658
"20-29",20,35194.0467779254
"20-29",29,92194.1553195652
"30-39",35,80201.5116503589
"30-39",36,84192.9823417987
"50-59",56,63110.6850307368
"40-49",48,96196.284950536
"20-29",21,28274.1882320361
"40-49",44,80554.5240184815
"60-69",60,34833.0228461865
"30-39",33,88240.0869558788
"60-69",65,33683.70544333
"20-29",21,13887.4944151424
"30-39",35,64220.447065486
"60-69",68,66670.9012121705
"60-69",65,67411.4379735177
"30-39",38,122652.537347445
"50-59",59,83568.8769879916
"40-49",42,91749.5392490531
"30-39",31,46514.0181315944
"20-29",21,36538.1535176613
"30-39",37,65170.9318597227
"20-29",29,111272.897018177
"50-59",55,76626.9145519469
"80-",82,58869.2245948638
"60-69",65,34634.806508642
"50-59",59,44048.3398846899
"30-39",30,83212.0200511683
"20-29",20,25663.8285288064
"20-29",29,113275.388149002
"40-49",48,63677.7101091763
"60-69",66,54441.6817449486
"20-29",23,32066.941737446
"70-79",72,54019.0170999248
"70-79",72,49722.1302777357
"70-79",76,45096.5807320886
"20-29",28,87203.932489031
"40-49",40,95669.1754847545
"20-29",28,97558.3707637082
"40-49",49,49733.5745117661
"50-59",55,89854.0573331273
"60-69",60,69022.0688169466
"30-39",30,83276.9498952653
"50-59",54,60214.0790121849
"20-29",21,35095.0437894249
"50-59",51,73971.7566357359
"50-59",57,51595.1238111257
"20-29",27,68981.6751561504
"60-69",65,46855.5871616536
"80-",83,66407.043828493
"80-",87,49136.6665736943
"20-29",26,79288.975686379
"20-29",23,30755.6003597434
"20-29",29,87403.5817043637
"20-29",28,75122.9584433227
"20-29",22,22937.0841021332
"30-39",39,90174.800827742
"50-59",55,69744.4469513746
"70-79",73,28351.5130304552
"30-39",33,104247.566391073
"60-69",63,60164.4092982411
"60-69",68,41528.249895277
"20-29",22,26208.6353990213
"20-29",28,98872.0025719738
"20-29",29,89598.5967285724
"50-59",53,45490.007519111
"50-59",53,67696.2252418624
"20-29",24,42197.3956043563
"20-29",25,153564.218175857
"20-29",25,113900.658148441
"20-29",23,40162.9131934256
"50-59",53,91516.9411855725
"20-29",26,74483.0434934829
"20-29",26,32922.7989949695
"30-39",31,99901.8675089689
"20-29",22,22855.3086510866
"20-29",28,54216.1994928829
"30-39",32,77044.8677308911
"60-69",61,69582.8444144048
"30-39",38,123208.914107819
"20-29",20,38518.4905833897
"40-49",42,69497.977210991
"20-29",20,30253.5227468258
"60-69",61,115395.021667688
"20-29",29,50468.0874371613
"70-79",78,47397.6251176955
"30-39",37,96950.2617686182
"40-49",44,69987.9798362441
"20-29",21,28462.9711369453
"70-79",79,30581.1666728147
"60-69",69,44902.7171302129
"50-59",57,108518.326723915
"40-49",47,81915.3993200264
"80-",85,71635.3087921523
"20-29",24,29028.7461194244
"30-39",37,79377.3060920464
"20-29",26,94813.4616021316
"40-49",46,50013.0821478442
"40-49",43,51850.4018534768
"30-39",37,29135.3277419026
"30-39",37,45745.9090210962
"70-79",70,26300.1518097664
"30-39",31,24860.2631445751
"60-69",61,44340.1886969027
"20-29",22,34965.9716800658
"30-39",30,105289.923874578
"30-39",39,47971.5359609365
"20-29",21,48858.1682004448
"60-69",69,35161.9721004959
"50-59",50,40945.0162353243
"30-39",31,62023.5382639208
"70-79",78,47087.6960130251
"30-39",33,95139.444291169
"60-69",67,42626.5508937875
"30-39",34,65312.7528849771
"20-29",25,136508.377211992
"20-29",22,29871.6072576019
"20-29",29,75121.4969118392
"50-59",58,77357.573909015
"50-59",58,84281.1571566141
"60-69",67,73687.3149648378
"70-79",79,64770.2194218799
"40-49",45,36442.4126327462
"30-39",34,64114.5025858066
"70-79",76,24066.4321778157
"40-49",46,71459.4301171634
"80-",82,45376.6915956929
"50-59",50,64362.473899277
"50-59",56,40736.3973676472
"20-29",20,37253.1798256733
"40-49",47,70937.2987052205
"40-49",45,57152.4986674207
"50-59",56,96876.9142125151
"20-29",20,25633.3116685656
"30-39",34,89416.9070333089
"20-29",21,34583.4369883324
"20-29",27,20518.907533427
"20-29",22,39667.9849506606
"50-59",57,63701.812518176
"30-39",31,116025.79190771
"20-29",23,36210.6982818242
"50-59",55,49345.2650046518
"80-",88,34638.4338509635
"60-69",61,70037.7061093845
"40-49",46,55665.3045904211
"10-19",18,32643.1982491656
"60-69",68,52260.7610231489
"20-29",28,92902.6378999181
"40-49",41,87475.3000778351
"40-49",46,47771.7632869133
"40-49",43,48373.7722099856
"40-49",41,154522.267559241
"40-49",45,62084.4148748799
"40-49",43,76053.2077336347
"40-49",41,104845.435351199
"20-29",25,74923.9200466536
"70-79",75,37930.1971198477
"30-39",39,97921.6372473048
"60-69",66,62662.0050464114
"60-69",67,41498.3236406617
"20-29",29,48414.363397188
"30-39",34,112844.676025993
"30-39",31,115972.22716821
"40-49",42,96580.2272533207
"20-29",27,81352.2780810371
"70-79",70,45730.7048954033
"80-",83,58191.8040522971
"30-39",30,106844.670832171
"30-39",32,80031.8943129058
"60-69",69,28264.7400125846
"60-69",60,60360.0050650685
"50-59",51,91378.2494867437
"50-59",59,70453.8272565405
"50-59",52,64926.9610266817
"50-59",50,89661.5110644989
"40-49",46,59501.4812469442
"40-49",48,89394.3537814411
"40-49",42,107610.222767511
"50-59",52,48533.9841919136
"20-29",22,38386.9582960085
"30-39",34,82235.1575689712
"30-39",37,100611.800845757
"30-39",37,62751.9300227733
"30-39",31,108373.281078539
"30-39",35,29487.1120034115
"10-19",18,17838.1826922878
"60-69",65,38546.5721461979
"50-59",55,68998.5824691336
"70-79",78,53676.7327931141
"60-69",65,54049.8321749794
"20-29",27,60249.0535834811
"20-29",27,100811.904906818
"20-29",26,48616.0712434807
"20-29",28,67356.0189221446
"40-49",46,74618.7687560348
"30-39",36,63696.9578251898
"40-49",40,37200.0246000834
"50-59",52,59370.2609603931
"60-69",62,77748.9396534823
"40-49",43,61852.6862159581
"30-39",39,58677.979243971
"30-39",32,120712.238593074
"20-29",24,16618.8910148118
"20-29",22,37625.7364342798
"50-59",52,94285.6437772936
"30-39",38,92691.5258582255
"20-29",23,20063.9153953179
"50-59",58,53731.7941652854
"20-29",29,124885.957428945
"20-29",25,60327.1871573747
"20-29",25,80977.0163349448
"40-49",44,97242.5651954043
"20-29",23,35104.6013095413
"30-39",36,57736.9471032656
"30-39",36,70851.57987352
"80-",85,57763.2982888055
"20-29",22,44580.6951554571
"30-39",31,74868.3470497142
"40-49",42,46405.9740281972
"30-39",37,113938.514690743
"50-59",51,42766.1943046788
"40-49",42,42687.7291007025
"40-49",47,100739.10405707
"30-39",35,82304.5858656615
"70-79",76,46572.4118832056
"40-49",45,75141.5176528417
"20-29",20,37622.9598908712
"20-29",24,32983.5927050679
"30-39",33,94951.2972527786
"30-39",39,91070.7745556608
"20-29",24,34531.3735634332
"20-29",23,39724.6889595231
"40-49",47,79213.2046083493
"50-59",59,66034.12462252
"70-79",72,38402.2071071299
"80-",85,30033.5991108005
"30-39",39,78732.1391837529
"30-39",33,79422.7786040986
"40-49",47,70013.1927616378
"60-69",69,54139.3373706139
"30-39",36,54205.3408088242
"70-79",70,57773.7992604396
"40-49",42,43151.6847525021
"30-39",34,91506.0156635467
"50-59",57,85630.8633624143
"30-39",39,40280.0891730712
"40-49",41,124534.565493892
"70-79",76,41019.9079489693
"50-59",52,70294.7525783905
"30-39",32,108056.438485938
"40-49",43,103019.350917002
"30-39",31,66468.2943631373
"30-39",38,96072.6843975514
"30-39",30,90674.5602982354
"80-",83,51270.595088751
"50-59",50,83999.0527176746
"30-39",39,141343.525205261
"40-49",47,60918.3772726973
"20-29",24,38815.004670484
"30-39",37,110700.148027622
"40-49",42,40684.9965650496
"50-59",50,66539.2838268738
"50-59",59,77024.8581715832
"30-39",31,63738.2300449404
"60-69",61,57506.9251805002
"30-39",35,87769.769700599
"10-19",19,23968.8301907196
"60-69",69,64378.3731316332
"30-39",38,146903.497344969
"20-29",29,45004.9575454544
"80-",82,31555.3620023476
"50-59",53,57629.8542075706
"70-79",76,59576.3184008875
"20-29",22,37727.9389929644
"30-39",38,102483.573333855
"40-49",49,64027.6299455492
"20-29",26,70756.771407477
"30-39",32,85583.4720935822
"20-29",20,26968.9519988252
"30-39",32,67981.338368381
"50-59",57,89406.018834915
"30-39",34,113497.996097564
"20-29",26,92275.1966547152
"50-59",50,57253.4757713392
"20-29",23,45231.1605380059
"50-59",55,44506.0484417638
"20-29",29,103474.927473591
"50-59",55,75657.7791349391
"20-29",25,99193.733877237
"30-39",31,125637.409732114
"50-59",58,42895.8324536165
"40-49",47,76004.0288575978
"20-29",21,33497.2883234844
"30-39",34,37180.8590302646
"40-49",44,96987.7379504229
"20-29",25,59946.9514919424
"20-29",28,80600.0816738475
"20-29",24,25545.3893352615
"20-29",24,34204.7653766449
"10-19",19,29116.8470291586
"50-59",54,73942.0842939132
"60-69",65,41894.404038939
"80-",87,45771.8970789521
"50-59",51,82892.9943781688
"20-29",26,97904.553942005
"20-29",22,29097.9684920312
"30-39",35,102456.671911705
"30-39",33,94573.6586752516
"40-49",45,107432.655145046
"60-69",61,74306.3209089431
"20-29",28,100953.161158097
"50-59",56,88527.3290381121
"60-69",64,55963.4633389184
"30-39",32,121575.270598908
"40-49",43,53024.3804290889
"60-69",63,72026.9615116897
"20-29",25,58262.6550225336
"20-29",22,35772.7764509583
"20-29",29,59154.6900398735
"50-59",55,78092.6871856074
"30-39",31,86177.5824439876
"30-39",35,97835.411701458
"50-59",55,47034.9559080018
"60-69",63,70299.8127337267
"60-69",61,72202.0858352191
"20-29",22,43053.2029059043
"20-29",24,23648.1222571618
"30-39",37,62573.4431218088
"40-49",40,91782.64147428
"30-39",30,95051.9352225153
"30-39",32,95018.0221008756
"20-29",28,53276.5727805501
"40-49",44,62662.4258078615
"40-49",46,77901.1796514305
"30-39",30,73561.9051151401
"30-39",30,105100.236606013
"30-39",36,64053.9293010212
"30-39",39,81366.5428207961
"30-39",31,42305.9423723276
"40-49",49,81565.6048458083
"10-19",18,41408.0127996565
"40-49",47,80184.0041736561
"30-39",33,91880.4208968994
"50-59",57,66397.1556268237
"70-79",75,28305.556306608
"40-49",48,78325.4986253645
"20-29",22,10484.1191417347
"30-39",34,65110.6420578385
"40-49",42,83490.5436159405
"50-59",54,63069.8900907864
"50-59",50,69834.827321718
"20-29",23,21493.5659231933
"20-29",26,121347.956497935
"30-39",31,54238.9211536144
"20-29",20,29761.4150682007
"30-39",38,32692.9289679852
"60-69",64,98530.5846042555
"40-49",43,107945.070425676
"20-29",29,95337.1868733635
"20-29",23,35011.6635718399
"20-29",24,33237.3615095703
"60-69",68,71647.1114252979
"30-39",37,92589.6169802326
"50-59",56,54070.2827880718
"30-39",33,60232.6927203892
"60-69",69,52753.0304567762
"40-49",47,68898.3746909482
"50-59",55,85466.9981120063
"20-29",25,72213.7857386789
"40-49",45,69136.0814559531
"50-59",53,88908.7260679332
"40-49",47,81502.0265207881
"20-29",29,82473.2132958124
"20-29",25,113516.784971005
"20-29",28,49818.6302715361
"30-39",33,48016.405820011
"20-29",22,28089.6834973747
"20-29",22,35581.2466094134
"20-29",20,53429.4586403903
"30-39",38,104826.635480485
"40-49",40,66722.3196840289
"60-69",64,81798.9603932854
"70-79",70,50208.8566249498
"40-49",42,129670.499514751
"20-29",27,61014.7850438933
"30-39",34,36087.0147703403
"50-59",54,89311.1370683847
"60-69",60,37760.4925580705
"60-69",69,49587.7942272443
"50-59",58,36594.8035229312
"30-39",35,87685.7867668662
"30-39",32,113564.253058859
"30-39",39,126502.798859335
"30-39",39,75068.5197584082
"30-39",39,70018.9463584924
"40-49",45,45796.0464238643
"60-69",60,108324.343845834
"60-69",64,61523.3402021135
"20-29",23,34312.0282972962
"30-39",37,96200.6295330523
"40-49",45,115688.964933978
"40-49",48,43137.3053975614
"50-59",59,66077.4057052021
"20-29",27,112444.125235324
"20-29",24,15812.7849639531
"40-49",44,110800.829487857
"20-29",22,22046.3703116518
"40-49",41,87836.3641100294
"20-29",23,29017.4312779938
"40-49",48,54405.1109755528
"30-39",31,83509.5129095358
"50-59",50,68682.0391753895
"40-49",45,114182.611136369
"20-29",20,33354.4588515218
"20-29",23,29877.9970304039
"20-29",23,44754.4254569158
"30-39",37,81941.5041471108
"50-59",56,48718.2562800817
"10-19",18,35887.3296181638
"30-39",38,64285.3992064355
"50-59",55,60063.7343306276
"30-39",36,67084.9911206341
"30-39",34,68272.1279319253
"40-49",40,63020.4138967581
"30-39",34,51058.1679084646
"50-59",54,33535.0955777032
"80-",84,42108.5931144628
"30-39",31,59090.3322409563
"60-69",60,67185.3293171753
"50-59",50,68527.4197111803
"30-39",38,120977.592840923
"50-59",51,49340.5170176303
"20-29",25,70259.1255705904
"30-39",33,94666.4230184296
"50-59",53,47652.285610955
"40-49",46,57897.7910204041
"50-59",58,69622.5414811589
"20-29",22,29963.3782910397
"50-59",55,64853.7152830141
"40-49",41,98668.6881555354
"50-59",59,31061.2717689842
"40-49",47,57652.4027590879
"50-59",53,74497.3604081735
"30-39",33,27251.0576709496
"20-29",28,73894.554259926
"30-39",30,72445.5002657348
"50-59",54,82991.4687447784
"30-39",36,71895.3729784251
"30-39",32,56547.4678838257
"80-",84,49731.9781565324
"50-59",54,74750.258322407
"30-39",38,82842.0266229497
"20-29",22,31421.9049539129
"20-29",22,25026.1416839524
"30-39",39,104168.769227669
"60-69",62,54586.2593527146
"30-39",38,64594.945480073
"40-49",40,90745.2588007698
"60-69",61,82489.4369996419
"50-59",52,76651.6068572861
"40-49",41,61987.9262809868
"60-69",61,44597.3388402172
"20-29",22,34124.3702729282
"50-59",50,31404.5189484142
"20-29",26,39232.7697993722
"30-39",35,96972.4026230995
"60-69",67,38383.898594164
"20-29",21,46520.1695053135
"20-29",27,113522.445313673
"20-29",25,99135.083621637
"50-59",54,74755.24045409
"40-49",45,104651.115555272
"70-79",77,44458.6183284678
"80-",85,33523.189672102
"50-59",56,77248.3814912677
"10-19",18,17435.2967082065
"30-39",30,118185.045731371
"60-69",65,75440.0288974346
"30-39",32,110602.221333531
"50-59",54,62010.3468322859
"70-79",70,65667.7989692602
"20-29",26,97429.3433533796
"20-29",25,60358.7168981011
"40-49",44,75987.6773531222
"10-19",18,25079.6596097454
"20-29",23,51602.5272033137
"30-39",39,66737.9247312575
"30-39",39,71861.6041538805
"70-79",78,49677.4147305557
"30-39",36,39045.7106972549
"30-39",38,84214.3895371272
"20-29",22,26628.2028949113
"40-49",44,100905.781091814
"20-29",21,52143.7520963846
"80-",80,44045.3606308793
"20-29",24,14283.330417086
"30-39",39,78499.4922461704
"70-79",77,27150.7845366971
"30-39",39,103201.204960758
"30-39",37,64764.6592862875
"50-59",51,104077.043414996
"20-29",22,52519.0749100586
"20-29",24,26577.6487838936
"20-29",28,114490.729403729
"20-29",20,48886.8605230737
"30-39",36,63800.3603022073
"20-29",24,2140.76331744629
"40-49",40,119154.096067509
"60-69",60,117948.410077632
"40-49",40,73166.2648163771
"30-39",37,77981.5747182412
"50-59",50,38213.9869185994
"70-79",74,55236.9716813999
"60-69",62,62390.8057359499
"20-29",22,41376.2005735562
"40-49",49,41036.6928581208
"50-59",59,77972.4240928444
"40-49",47,48155.4500935794
"70-79",71,44794.5552892428
"50-59",56,47820.1114671127
"40-49",44,50426.6225514748
"10-19",18,33176.0504041934
"20-29",21,30133.1169623563
"50-59",58,51285.3274690227
"40-49",41,84473.4860907015
"30-39",30,93363.9107189955
"20-29",25,82976.8896078598
"50-59",55,56809.2020885114
"50-59",51,59656.0999022538
"30-39",36,113332.452514812
"20-29",23,21059.1988790346
"60-69",65,54902.5728883633
"40-49",41,97768.6599019615
"60-69",68,32332.4196582608
"40-49",46,105703.60927586
"30-39",35,86225.2944806891
"30-39",38,57860.7250015473
"30-39",33,61044.5022624165
"30-39",33,47730.8326412099
"20-29",25,48664.3328321674
"20-29",24,27275.6397259602
"30-39",31,106211.550137295
"40-49",41,62033.3837292845
"60-69",64,82891.4710079869
"40-49",44,86281.2984374049
"80-",88,17633.6932812448
"70-79",72,57589.3103638061
"30-39",35,103292.101339091
"30-39",31,78543.158407725
"20-29",22,26789.7936318833
"60-69",60,90309.5260595529
"50-59",54,65955.5696494556
"20-29",29,116563.097033125
"20-29",25,125845.270239672
"20-29",21,34967.884281013
"20-29",20,24898.5691304073
"20-29",28,59137.8163813311
"40-49",45,82223.1699486695
"40-49",45,87995.4585282948
"20-29",25,116202.804977814
"70-79",75,38299.5098722546
"20-29",26,70830.2676655251
"20-29",21,44409.6061970679
"60-69",67,39422.2438008807
"50-59",59,63952.3051840639
"40-49",44,124216.722122322
"60-69",66,55654.0804431413
"30-39",33,130173.84357711
"50-59",50,81029.284347353
"60-69",68,32880.8102126478
"60-69",63,62228.4073407478
"30-39",35,107905.50768267
"30-39",33,94003.6805565985
"40-49",42,66826.2386050999
"30-39",31,103634.657797184
"60-69",60,54954.5528153289
"40-49",44,108700.012068772
"20-29",24,57239.6248514986
"40-49",47,99010.9058061968
"80-",83,43359.4501724454
"20-29",26,93237.6454016303
"50-59",55,92595.3919129666
"50-59",50,4429.52085781948
"10-19",18,37768.5530708703
"30-39",36,109113.18098852
"50-59",54,65635.6802604863
"20-29",22,34311.4490451574
"70-79",75,36426.5735095747
"20-29",25,121739.855741739
"30-39",33,124065.309539285
"40-49",48,91850.5174656591
"40-49",45,31748.6010239838
"50-59",56,51262.8425179112
"50-59",56,44594.9127395874
"60-69",67,66321.6258627838
"40-49",43,99632.733314777
"40-49",42,39430.9228788792
"50-59",52,84384.3570975791
"40-49",45,57832.6316347707
"30-39",35,91720.6459142029
"60-69",60,70716.45044387
"80-",88,38014.7876137783
"40-49",44,105467.294322258
"40-49",42,62196.1564860964
"40-49",43,58776.2240051719
"60-69",61,109890.167873676
"40-49",43,130594.79270822
"20-29",24,28853.4977078165
"40-49",47,53245.2384861917
"20-29",25,58209.1860278501
"30-39",37,105153.512235616
"20-29",20,37331.451986569
"50-59",51,46448.6372230669
"30-39",30,53786.1347149971
"50-59",50,63426.1780574228
"20-29",23,41687.3744773941
"20-29",21,34930.5630097155
"30-39",35,28054.7963510199
"50-59",59,30156.825365885
"20-29",23,27116.6134362591
"30-39",30,96390.6283802898
"50-59",56,68574.5274746931
"30-39",32,90799.0295020641
"40-49",47,69893.7888931344
"20-29",20,49160.8186444492
"40-49",46,68929.956889621
"60-69",61,45833.5267758467
"40-49",40,92406.4992317573
"40-49",42,36465.4896663775
"30-39",32,118951.006924215
"40-49",49,93889.8284192186
"20-29",21,30706.4685998596
"60-69",63,111853.028316019
"60-69",66,41005.467424594
"40-49",47,37936.5436796007
"80-",81,51767.4210613529
"40-49",47,68751.631644388
"30-39",30,135422.49268942
"80-",87,24136.1439171644
"30-39",36,59655.3886822608
"40-49",45,99249.9944994033
"30-39",38,83911.2652701608
"20-29",24,31080.9884448801
"70-79",76,36374.7452598218
"20-29",28,71027.6169728381
"40-49",47,69266.583090917
"20-29",24,52947.9015458109
"80-",85,15076.3829485798
"70-79",76,56270.1090385215
"40-49",42,127358.156230201
"70-79",71,48289.7530336073
"30-39",37,104519.938880626
"50-59",56,124493.948857457
"60-69",66,32787.2531206841
"30-39",32,79891.2046843514
"30-39",34,107204.717300404
"30-39",33,56233.5879618007
"30-39",38,62664.5740749944
"20-29",25,83482.8689851759
"20-29",25,85477.5104180311
"30-39",36,75336.5499957491
"30-39",38,113693.41053317
"20-29",25,88073.7107937412
"20-29",20,38291.3954240811
"20-29",24,23106.1759275932
"70-79",78,57413.8601589129
"20-29",20,32366.8153299272
"20-29",26,85152.1251452631
"30-39",35,43205.9000111685
"40-49",41,75601.1652391068
"30-39",39,124113.696038512
"10-19",18,26192.9011501827
"20-29",24,34361.9649923261
"20-29",20,30360.0596077624
"40-49",45,62215.6212384399
"40-49",45,101972.534482449
"30-39",31,92608.2917861352
"50-59",57,122922.684377855
"20-29",21,35576.9111051861
"20-29",29,65162.4996020024
"80-",87,63251.0591241744
"30-39",39,53656.9299628144
"30-39",35,93161.5177748399
"30-39",33,65132.3629358417
"50-59",53,52393.7112364937
"20-29",26,54788.4051892604
"30-39",39,64901.5438604442
"80-",82,47492.4701307456
"50-59",57,65842.2837022206
"30-39",36,91423.7219564037
"70-79",72,32439.3653355122
"50-59",55,54553.4176517087
"20-29",21,19523.7552639097
"70-79",70,42342.5443290702
"20-29",20,33060.5189220659
"30-39",39,82081.9281855187
"50-59",58,27804.6304446963
"50-59",58,67317.4634059025
"30-39",35,85962.7460632272
"30-39",31,62399.8824756565
"50-59",58,63421.8032002169
"40-49",42,96297.5251122311
"20-29",29,74592.746352315
"30-39",38,86982.078644636
"20-29",22,42478.2321257615
"70-79",77,46536.6412137117
"20-29",25,122380.319018478
"60-69",69,61166.6345726026
"20-29",26,108330.654412941
"50-59",51,92977.976215962
"50-59",59,69412.6029126303
"40-49",45,49621.9163219259
"50-59",56,74637.2921261849
"30-39",38,90100.6699008345
"30-39",37,94792.2691765164
"20-29",28,103202.135847134
"50-59",51,62132.2632012073
"30-39",33,57383.1187345965
"10-19",19,39867.5928622136
"80-",89,36544.4858259816
"50-59",55,52109.2518982157
"10-19",19,35478.9283985751
"60-69",60,41515.3766746397
"20-29",29,33318.2897471442
"30-39",33,82434.4222085337
"20-29",21,37233.3531076772
"50-59",50,45982.8124322885
"30-39",39,84295.4456188046
"40-49",44,127816.641620246
"20-29",26,90760.3983493086
"50-59",52,83005.7347563445
"60-69",62,65049.7231008021
"30-39",30,110583.173362965
"20-29",24,42334.2966471758
"30-39",33,64879.9959008455
"60-69",66,57837.264939755
"50-59",57,71345.1692570544
"20-29",23,49320.9578103673
"20-29",29,58037.7667722499
"80-",81,33507.8204119213
"10-19",19,27958.5071954842
"40-49",41,98503.6449840269
"40-49",47,124457.947079726
"30-39",38,97835.3658661453
"20-29",28,78014.4123199044
"70-79",79,72693.6812826354
"30-39",31,36098.1448791265
"20-29",24,14653.0056681133
"30-39",35,119838.154864631
"20-29",26,95729.8400217093
"20-29",20,49695.4575660391
"50-59",57,68138.0290710366
"30-39",34,54533.5285628095
"20-29",21,33827.2881065883
"50-59",52,47622.025546081
"30-39",34,45696.1549200822
"40-49",45,85977.586752612
"30-39",35,97627.594781216
"70-79",70,82570.9310651395
"40-49",44,94167.5824226331
"20-29",22,24706.2596581352
"50-59",53,72718.7599200292
"20-29",20,37377.6985377537
"20-29",20,41368.3852975941
"60-69",69,38134.3272205143
"20-29",28,87639.2463414194
"50-59",53,41666.2594236514
"20-29",27,98519.6506391096
"20-29",24,19508.0169257253
"20-29",20,32162.7075382926
"20-29",27,103253.651151037
"70-79",79,49239.5589770276
"20-29",29,75752.3772517481
"60-69",63,73526.5704299656
"20-29",29,83978.9845968178
"40-49",43,77886.9123305199
"20-29",22,31751.2885603495
"10-19",18,34094.0013904363
"70-79",76,38229.2251930895
"40-49",49,106530.289665798
"30-39",35,67123.0984278824
"20-29",28,90908.4925368377
"50-59",56,84445.7423193589
"50-59",58,55943.0054395409
"50-59",50,55002.4896169395
"20-29",26,130436.560535451
"40-49",44,82923.3904897918
"50-59",53,101511.426297707
"30-39",36,92261.0124104483
"20-29",21,39151.4228539369
"20-29",26,81726.3174577834
"20-29",27,72516.312397777
"80-",83,37926.2544659878
"20-29",26,129509.163890118
"40-49",45,86545.0391174598
"30-39",35,110290.282824489
"30-39",36,83044.2225344533
"50-59",52,60009.1846316568
"60-69",66,54468.5405164554
"40-49",41,78661.2849097385
"50-59",53,48102.7182584182
"40-49",47,59681.4367357134
"30-39",38,64925.7110372177
"20-29",29,102378.208650022
"30-39",32,60902.0661639473
"30-39",37,126928.443525934
"30-39",38,68658.0451913576
"20-29",21,40236.6491354911
"60-69",66,42968.2457609066
"30-39",31,56641.0920059607
"70-79",75,39961.7163237405
"80-",85,55834.1829121372
"20-29",20,36787.2977096916
"50-59",58,82303.5331261236
"50-59",57,44497.3310491069
"30-39",39,4821.2254549206
"20-29",24,32559.9575102489
"50-59",59,78971.4740551232
"40-49",45,80004.5770904301
"30-39",33,92882.241108471
"40-49",44,141326.729799051
"20-29",23,29398.2405185047
"40-49",41,79733.947602799
"40-49",47,73133.9069633192
"30-39",32,84186.990945326
"20-29",23,32450.9787637062
"50-59",57,71622.9318759807
"80-",81,45113.8154751424
"30-39",30,64021.1719216425
"60-69",64,70153.9414132698
"30-39",34,139996.44483524
"50-59",58,74856.7191941454
"60-69",62,40305.8516796993
"20-29",21,40803.9966162485
"20-29",22,39836.3124238764
"30-39",35,47970.712958133
"20-29",20,43915.1411404642
"60-69",69,43427.2671983145
"30-39",36,48557.05121819
"60-69",65,39563.8793586926
"50-59",55,38056.1984648353
"40-49",42,83240.7453033338
"50-59",53,64160.0061608573
"20-29",27,92390.1172363372
"20-29",23,22073.4380020789
"40-49",40,77452.0556658437
"30-39",34,109427.56058553
"20-29",21,28649.3314167397
"50-59",58,47629.4193902673
"20-29",29,68477.7338608325
"60-69",66,78323.9229707075
"40-49",49,95784.4055210371
"50-59",59,65307.7132835947
"10-19",19,28082.5788647482
"30-39",33,111377.222178072
"40-49",47,70822.6673756711
"20-29",24,33342.2691468584
"20-29",28,120375.082224168
"40-49",41,38640.8042482231
"30-39",39,68806.3842945477
"30-39",37,104863.484514441
"20-29",22,17021.8089685518
"20-29",24,26115.290250924
"30-39",31,53512.111362167
"30-39",36,27791.9744342082
"80-",85,23487.1610028869
"20-29",23,38577.7433533198
"70-79",76,56075.4967132403
"20-29",29,78836.7053768237
"10-19",19,34493.5103134872
"60-69",68,26641.7997448228
"30-39",31,99319.6027668999
"30-39",30,129898.148055537
"50-59",52,73173.0087810919
"40-49",42,89207.6610159988
"50-59",53,70025.2413671712
"20-29",21,28475.8358590827
"40-49",45,63499.6400253218
"30-39",37,96374.5703085404
"30-39",33,70045.1520272637
"40-49",47,37499.1913384991
"50-59",56,54386.3808280762
"30-39",39,69673.9285225958
"60-69",66,62593.7082135341
"50-59",51,31126.3675479073
"80-",86,65935.8582670516
"30-39",35,80453.417261578
"60-69",66,35973.5436356746
"70-79",70,74638.3513168196
"30-39",38,87670.05713359
"50-59",56,34614.4381159069
"50-59",54,39173.8034069546
"50-59",52,59225.1837295409
"70-79",79,33378.9234387069
"60-69",61,66333.8320468513
"50-59",52,41336.3146319846
"60-69",60,62936.582969254
"30-39",39,92412.5598649196
"20-29",29,112354.382599655
"20-29",24,21166.2691871222
"20-29",23,28617.779804444
"20-29",28,59270.2607724827
"20-29",29,51548.9485131292
"50-59",57,42784.790391523
"70-79",79,54933.1356744901
"40-49",42,94469.4027382253
"20-29",29,75199.8355724865
"40-49",41,54349.0660232661
